codigo,tramo_codigo,tipo_incidencia,descripcion,fecha_reporte,activo
INC_0035,TRM_36_67_0035,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo Ruta Nacional RN-1 (Magdalena Milpas Altas - San José) - Ref 36. Tomar precauciones o vías alternas.,2026-07-06 04:30:00,false
INC_0036,TRM_37_68_0036,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-15 Sacapulas (Santa María de Jesús - Iztapa) - Ref 37. Tomar precauciones o vías alternas.,2026-07-06 09:30:00,true
INC_0037,TRM_38_69_0037,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-11 Panajachel (Ciudad Vieja - Palín) - Ref 38. Tomar precauciones o vías alternas.,2026-07-06 09:30:00,true
INC_0038,TRM_39_70_0038,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-7 Cobán-Quiché (San Miguel Dueñas - San Vicente Pacaya) - Ref 39. Tomar precauciones o vías alternas.,2026-07-06 11:30:00,true
INC_0039,TRM_40_71_0039,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-11 Panajachel (Alotenango - Nueva Concepción) - Ref 40. Tomar precauciones o vías alternas.,2026-07-06 10:30:00,false
INC_0040,TRM_41_72_0040,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo CA-1 Occidente (San Antonio Aguas Calientes - Sipacate) - Ref 41. Tomar precauciones o vías alternas.,2026-07-06 11:30:00,false
INC_0041,TRM_42_73_0041,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-9 Salcajá (Santa Catarina Barahona - Cuilapa) - Ref 42. Tomar precauciones o vías alternas.,2026-07-06 14:30:00,true
INC_0042,TRM_43_74_0042,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo CA-1 Occidente (Chimaltenango - Barberena) - Ref 43. Tomar precauciones o vías alternas.,2026-07-06 02:30:00,true
INC_0043,TRM_44_75_0043,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo CA-1 Occidente (San José Poaquil - Santa Rosa de Lima) - Ref 44. Tomar precauciones o vías alternas.,2026-07-06 15:30:00,true
INC_0044,TRM_45_76_0044,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-7 Cobán-Quiché (San Martín Jilotepeque - Casillas) - Ref 45. Tomar precauciones o vías alternas.,2026-07-06 02:30:00,true
INC_0045,TRM_46_77_0045,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo Ruta Nacional RN-1 (Comalapa - San Rafael Las Flores) - Ref 46. Tomar precauciones o vías alternas.,2026-07-06 22:30:00,false
INC_0046,TRM_47_78_0046,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-7 Cobán-Quiché (Santa Apolonia - Oratorio) - Ref 47. Tomar precauciones o vías alternas.,2026-07-06 03:30:00,false
INC_0047,TRM_48_79_0047,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-7 Cobán-Quiché (Tecpán Guatemala - San Juan Tecuaco) - Ref 48. Tomar precauciones o vías alternas.,2026-07-06 20:30:00,false
INC_0048,TRM_49_80_0048,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-11 Panajachel (Patzún - Chiquimulilla) - Ref 49. Tomar precauciones o vías alternas.,2026-07-06 11:30:00,true
INC_0049,TRM_50_81_0049,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-11 Panajachel (Pochuta - Taxisco) - Ref 50. Tomar precauciones o vías alternas.,2026-07-06 15:30:00,true
INC_0050,TRM_51_82_0050,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-11 Panajachel (Patzicía - Santa María Ixhuatán) - Ref 51. Tomar precauciones o vías alternas.,2026-07-06 15:30:00,false
INC_0051,TRM_52_83_0051,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo Ruta Nacional RN-1 (Santa Cruz Balanyá - Guazacapán) - Ref 52. Tomar precauciones o vías alternas.,2026-07-06 18:30:00,true
INC_0052,TRM_53_84_0052,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-9 Salcajá (Acatenango - Santa Cruz Naranjo) - Ref 53. Tomar precauciones o vías alternas.,2026-07-06 07:30:00,false
INC_0053,TRM_54_85_0053,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-9 Salcajá (Yepocapa - Pueblo Nuevo Viñas) - Ref 54. Tomar precauciones o vías alternas.,2026-07-06 13:30:00,false
INC_0054,TRM_55_86_0054,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-15 Sacapulas (San Andrés Itzapa - Nueva Santa Rosa) - Ref 55. Tomar precauciones o vías alternas.,2026-07-06 15:30:00,false
INC_0055,TRM_56_87_0055,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo Ruta Nacional RN-1 (Parramos - Lago De Atitlan) - Ref 56. Tomar precauciones o vías alternas.,2026-07-06 16:30:00,false
INC_0056,TRM_57_88_0056,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo CA-1 Occidente (Zaragoza - Sololá) - Ref 57. Tomar precauciones o vías alternas.,2026-07-06 16:30:00,false
INC_0057,TRM_58_89_0057,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-15 Sacapulas (El Tejar - San José Chacayá) - Ref 58. Tomar precauciones o vías alternas.,2026-07-06 18:30:00,false
INC_0058,TRM_59_90_0058,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-11 Panajachel (Escuintla - Santa María Visitación) - Ref 59. Tomar precauciones o vías alternas.,2026-07-06 14:30:00,false
INC_0059,TRM_60_91_0059,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-11 Panajachel (Santa Lucía Cotzumalguapa - Santa Lucía Utatlán) - Ref 60. Tomar precauciones o vías alternas.,2026-07-06 18:30:00,false
INC_0060,TRM_61_92_0060,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-9 Salcajá (La Democracia - Nahualá) - Ref 61. Tomar precauciones o vías alternas.,2026-07-06 14:30:00,false
INC_0061,TRM_62_93_0061,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-7 Cobán-Quiché (Siquinalá - Santa Catarina Ixtahuacán) - Ref 62. Tomar precauciones o vías alternas.,2026-07-06 18:30:00,false
INC_0062,TRM_63_94_0062,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo Ruta Nacional RN-1 (Masagua - Santa Clara La Laguna) - Ref 63. Tomar precauciones o vías alternas.,2026-07-06 02:30:00,false
INC_0063,TRM_64_95_0063,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-15 Sacapulas (Tiquisate - Concepción) - Ref 64. Tomar precauciones o vías alternas.,2026-07-06 07:30:00,false
INC_0064,TRM_65_96_0064,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo CA-1 Occidente (La Gomera - San Andrés Semetabaj) - Ref 65. Tomar precauciones o vías alternas.,2026-07-06 07:30:00,false
INC_0065,TRM_66_97_0065,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-15 Sacapulas (Guanagazapa - Panajachel) - Ref 66. Tomar precauciones o vías alternas.,2026-07-06 06:30:00,true
INC_0066,TRM_67_98_0066,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-11 Panajachel (San José - Santa Catarina Palopó) - Ref 67. Tomar precauciones o vías alternas.,2026-07-06 02:30:00,true
INC_0067,TRM_68_99_0067,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-15 Sacapulas (Iztapa - San Antonio Palopó) - Ref 68. Tomar precauciones o vías alternas.,2026-07-06 04:30:00,false
INC_0068,TRM_69_100_0068,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-7 Cobán-Quiché (Palín - San Lucas Tolimán) - Ref 69. Tomar precauciones o vías alternas.,2026-07-06 10:30:00,true
INC_0069,TRM_70_101_0069,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo Ruta Nacional RN-1 (San Vicente Pacaya - Santa Cruz La Laguna) - Ref 70. Tomar precauciones o vías alternas.,2026-07-06 14:30:00,false
INC_0070,TRM_71_102_0070,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-7 Cobán-Quiché (Nueva Concepción - San Pablo La Laguna) - Ref 71. Tomar precauciones o vías alternas.,2026-07-06 13:30:00,true
INC_0071,TRM_72_103_0071,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-11 Panajachel (Sipacate - San Marcos La Laguna) - Ref 72. Tomar precauciones o vías alternas.,2026-07-06 05:30:00,false
INC_0072,TRM_73_104_0072,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-7 Cobán-Quiché (Cuilapa - San Juan La Laguna) - Ref 73. Tomar precauciones o vías alternas.,2026-07-06 05:30:00,true
INC_0073,TRM_74_105_0073,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-7 Cobán-Quiché (Barberena - San Pedro La Laguna) - Ref 74. Tomar precauciones o vías alternas.,2026-07-06 04:30:00,false
INC_0074,TRM_75_106_0074,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-11 Panajachel (Santa Rosa de Lima - Santiago Atitlán) - Ref 75. Tomar precauciones o vías alternas.,2026-07-06 20:30:00,false
INC_0075,TRM_76_107_0075,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo CA-1 Occidente (Casillas - Totonicapán) - Ref 76. Tomar precauciones o vías alternas.,2026-07-06 03:30:00,false
INC_0076,TRM_77_108_0076,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-7 Cobán-Quiché (San Rafael Las Flores - San Cristóbal Totonicapán) - Ref 77. Tomar precauciones o vías alternas.,2026-07-06 20:30:00,true
INC_0077,TRM_78_109_0077,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-11 Panajachel (Oratorio - San Francisco El Alto) - Ref 78. Tomar precauciones o vías alternas.,2026-07-06 12:30:00,false
INC_0078,TRM_79_110_0078,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo Ruta Nacional RN-1 (San Juan Tecuaco - San Andrés Xecul) - Ref 79. Tomar precauciones o vías alternas.,2026-07-06 04:30:00,true
INC_0079,TRM_80_111_0079,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo Ruta Nacional RN-1 (Chiquimulilla - Momostenango) - Ref 80. Tomar precauciones o vías alternas.,2026-07-06 14:30:00,true
INC_0080,TRM_81_112_0080,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo Ruta Nacional RN-1 (Taxisco - Santa María Chiquimula) - Ref 81. Tomar precauciones o vías alternas.,2026-07-06 13:30:00,false
INC_0081,TRM_82_113_0081,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-11 Panajachel (Santa María Ixhuatán - Santa Lucía La Reforma) - Ref 82. Tomar precauciones o vías alternas.,2026-07-06 19:30:00,false
INC_0082,TRM_83_114_0082,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo Ruta Nacional RN-1 (Guazacapán - San Bartolo) - Ref 83. Tomar precauciones o vías alternas.,2026-07-06 10:30:00,true
INC_0083,TRM_84_115_0083,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo Ruta Nacional RN-1 (Santa Cruz Naranjo - Quetzaltenango) - Ref 84. Tomar precauciones o vías alternas.,2026-07-06 02:30:00,true
INC_0084,TRM_85_116_0084,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-15 Sacapulas (Pueblo Nuevo Viñas - Salcajá) - Ref 85. Tomar precauciones o vías alternas.,2026-07-06 01:30:00,true
INC_0085,TRM_86_117_0085,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-7 Cobán-Quiché (Nueva Santa Rosa - Olintepeque) - Ref 86. Tomar precauciones o vías alternas.,2026-07-06 13:30:00,false
INC_0086,TRM_87_118_0086,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-9 Salcajá (Lago De Atitlan - San Carlos Sija) - Ref 87. Tomar precauciones o vías alternas.,2026-07-06 07:30:00,true
INC_0087,TRM_88_119_0087,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo Ruta Nacional RN-1 (Sololá - Sibilia) - Ref 88. Tomar precauciones o vías alternas.,2026-07-06 02:30:00,false
INC_0088,TRM_89_120_0088,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-7 Cobán-Quiché (San José Chacayá - Cabricán) - Ref 89. Tomar precauciones o vías alternas.,2026-07-06 08:30:00,false
INC_0089,TRM_90_121_0089,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-11 Panajachel (Santa María Visitación - Cajolá) - Ref 90. Tomar precauciones o vías alternas.,2026-07-06 13:30:00,true
INC_0090,TRM_91_122_0090,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-15 Sacapulas (Santa Lucía Utatlán - San Miguel Sigüila) - Ref 91. Tomar precauciones o vías alternas.,2026-07-06 03:30:00,false
INC_0091,TRM_92_123_0091,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo CA-1 Occidente (Nahualá - Ostuncalco) - Ref 92. Tomar precauciones o vías alternas.,2026-07-06 22:30:00,false
INC_0092,TRM_93_124_0092,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-9 Salcajá (Santa Catarina Ixtahuacán - San Mateo) - Ref 93. Tomar precauciones o vías alternas.,2026-07-06 17:30:00,false
INC_0093,TRM_94_125_0093,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-7 Cobán-Quiché (Santa Clara La Laguna - Concepción Chiquirichapa) - Ref 94. Tomar precauciones o vías alternas.,2026-07-06 17:30:00,true
INC_0094,TRM_95_126_0094,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-11 Panajachel (Concepción - San Martín Sacatepéquez) - Ref 95. Tomar precauciones o vías alternas.,2026-07-06 06:30:00,false
INC_0095,TRM_96_127_0095,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-11 Panajachel (San Andrés Semetabaj - Almolonga) - Ref 96. Tomar precauciones o vías alternas.,2026-07-06 12:30:00,true
INC_0096,TRM_97_128_0096,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-7 Cobán-Quiché (Panajachel - Cantel) - Ref 97. Tomar precauciones o vías alternas.,2026-07-06 06:30:00,true
INC_0097,TRM_98_129_0097,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-15 Sacapulas (Santa Catarina Palopó - Huitán) - Ref 98. Tomar precauciones o vías alternas.,2026-07-06 08:30:00,true
INC_0098,TRM_99_130_0098,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-11 Panajachel (San Antonio Palopó - Zunil) - Ref 99. Tomar precauciones o vías alternas.,2026-07-06 18:30:00,true
INC_0099,TRM_100_131_0099,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo CA-1 Occidente (San Lucas Tolimán - Colomba) - Ref 100. Tomar precauciones o vías alternas.,2026-07-06 22:30:00,true
INC_0100,TRM_101_132_0100,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-15 Sacapulas (Santa Cruz La Laguna - San Francisco La Unión) - Ref 101. Tomar precauciones o vías alternas.,2026-07-06 08:30:00,false
INC_0101,TRM_102_133_0101,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo RN-7 Cobán-Quiché (San Pablo La Laguna - El Palmar) - Ref 102. Tomar precauciones o vías alternas.,2026-07-06 13:30:00,true
INC_0102,TRM_103_134_0102,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo CA-1 Occidente (San Marcos La Laguna - Coatepeque) - Ref 103. Tomar precauciones o vías alternas.,2026-07-06 17:30:00,false
INC_0103,TRM_104_135_0103,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-15 Sacapulas (San Juan La Laguna - Génova) - Ref 104. Tomar precauciones o vías alternas.,2026-07-06 11:30:00,true
INC_0104,TRM_105_136_0104,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-11 Panajachel (San Pedro La Laguna - Flores Costa Cuca) - Ref 105. Tomar precauciones o vías alternas.,2026-07-06 10:30:00,false
INC_0105,TRM_106_137_0105,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-15 Sacapulas (Santiago Atitlán - La Esperanza) - Ref 106. Tomar precauciones o vías alternas.,2026-07-06 22:30:00,false
INC_0106,TRM_107_138_0106,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-15 Sacapulas (Totonicapán - Palestina de Los Altos) - Ref 107. Tomar precauciones o vías alternas.,2026-07-06 15:30:00,true
INC_0107,TRM_108_139_0107,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo Ruta Nacional RN-1 (San Cristóbal Totonicapán - Mazatenango) - Ref 108. Tomar precauciones o vías alternas.,2026-07-06 12:30:00,false
INC_0108,TRM_109_140_0108,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-15 Sacapulas (San Francisco El Alto - Cuyotenango) - Ref 109. Tomar precauciones o vías alternas.,2026-07-06 22:30:00,false
INC_0109,TRM_110_141_0109,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-11 Panajachel (San Andrés Xecul - San Francisco Zapotitlán) - Ref 110. Tomar precauciones o vías alternas.,2026-07-06 07:30:00,false
INC_0110,TRM_111_142_0110,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo Ruta Nacional RN-1 (Momostenango - San Bernardino) - Ref 111. Tomar precauciones o vías alternas.,2026-07-06 06:30:00,false
INC_0111,TRM_112_143_0111,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-15 Sacapulas (Santa María Chiquimula - San José El Ídolo) - Ref 112. Tomar precauciones o vías alternas.,2026-07-06 15:30:00,true
INC_0112,TRM_113_144_0112,Fuerte,Reporte de Fuerte neblina y lluvias en el tramo Tramo RN-7 Cobán-Quiché (Santa Lucía La Reforma - Santo Domingo Suchitepéquez) - Ref 113. Tomar precauciones o vías alternas.,2026-07-06 06:30:00,false
INC_0113,TRM_114_145_0113,Inundación,Reporte de Inundación por desborde de río en el tramo Tramo CA-1 Occidente (San Bartolo - San Lorenzo) - Ref 114. Tomar precauciones o vías alternas.,2026-07-06 05:30:00,false
INC_0114,TRM_115_146_0114,Derrumbe,Reporte de Derrumbe activo en el tramo Tramo RN-7 Cobán-Quiché (Quetzaltenango - Samayac) - Ref 115. Tomar precauciones o vías alternas.,2026-07-06 12:30:00,true
INC_0115,TRM_116_147_0115,Bloqueo,Reporte de Bloqueo de carreteras por manifestación en el tramo Tramo RN-9 Salcajá (Salcajá - San Pablo Jocopilas) - Ref 116. Tomar precauciones o vías alternas.,2026-07-06 13:30:00,false
INC_0116,TRM_117_148_0116,Trabajos,Reporte de Trabajos de bacheo en el tramo Tramo RN-11 Panajachel (Olintepeque - San Antonio Suchitepéquez) - Ref 117. Tomar precauciones o vías alternas.,2026-07-06 03:30:00,true
INC_0117,TRM_118_149_0117,Accidente,Reporte de Accidente vial obstruyendo carril en el tramo Tramo RN-7 Cobán-Quiché (San Carlos Sija - San Miguel Panán) - Ref 118. Tomar precauciones o vías alternas.,2026-07-06 18:30:00,true
